City,colors,shape,State,Time
Harrodsburg,,LIGHT,KY,2009-02-13 22:15:00
Oak Hill,,LIGHT,NY,2009-02-13 22:16:00
Doylestown,,TRIANGLE,PA,2009-02-13 23:00:00
Smyrna Mills,BLUE,CIGAR,ME,2009-02-14 00:00:00
Stroudsburg,,LIGHT,PA,2009-02-14 02:00:00
Glendale,,CIRCLE,AZ,2009-02-14 11:00:00
Phoenix,RED,DISK,AZ,2009-02-14 14:00:00
Austin,,CIRCLE,TX,2009-02-14 16:00:00
Wenatchee,,VARIOUS,WA,2009-02-14 16:00:00
Hallandale,,LIGHT,FL,2009-02-14 16:44:00
Overland Park,,CIRCLE,KS,2009-02-14 17:23:00
Wethersfield,YELLOW,LIGHT,CT,2009-02-14 18:35:00
Silverdale,,TRIANGLE,WA,2009-02-14 21:15:00
Chicago,,LIGHT,IL,2009-02-14 23:35:00
Abilene,,OTHER,TX,2009-02-15 00:00:00
Woodland,,LIGHT,CA,2009-02-15 01:30:00
Bow,,LIGHT,WA,2009-02-15 03:15:00
Kannapolis,,FIREBALL,NC,2009-02-15 05:08:00
Manning,GREEN,FIREBALL,SC,2009-02-15 05:30:00
Clarksville,,CIRCLE,TN,2009-02-15 09:45:00
Johnson City,,FIREBALL,TX,2009-02-15 10:45:00
Bellmont,,CIGAR,AZ,2009-02-15 11:30:00
Centralia,,CHEVRON,MO,2009-02-15 15:45:00
New Haven,,SPHERE,CT,2009-02-15 17:15:00
Southington,,LIGHT,CT,2009-02-15 19:00:00
Pickens,,TRIANGLE,SC,2009-02-15 20:00:00
Spring,,LIGHT,TX,2009-02-15 21:00:00
Allentown,,CIRCLE,PA,2009-02-15 23:00:00
Maple Falls,,CIRCLE,WA,2009-02-15 23:00:00
Kent,,LIGHT,WA,2009-02-16 02:00:00
Overland Park,,LIGHT,KS,2009-02-16 03:40:00
Lake Ariel,,OTHER,PA,2009-02-16 04:00:00
Hammond,,SPHERE,LA,2009-02-16 14:14:00
Stratford,,TEARDROP,CT,2009-02-16 16:20:00
Knoxville,RED BLUE,EGG,TN,2009-02-16 18:10:00
Dothan,,TRIANGLE,AL,2009-02-16 18:50:00
New Baltimore,BLUE,LIGHT,NY,2009-02-16 19:30:00
Visalia,GREEN,LIGHT,CA,2009-02-16 19:30:00
Angelus Oaks,,CIRCLE,CA,2009-02-16 20:00:00
Auburn,,VARIOUS,NH,2009-02-16 20:30:00
South Easton,,VARIOUS,MA,2009-02-16 23:05:00
New Orleans,,TEARDROP,LA,2009-02-17 00:00:00
New London,RED,DISK,CT,2009-02-17 09:00:00
Bloomington,,OTHER,IL,2009-02-17 15:00:00
Rockland County,,OVAL,NY,2009-02-17 16:15:00
East Hanover,RED,SPHERE,NJ,2009-02-17 20:45:00
Parsippany,RED,CIRCLE,NJ,2009-02-17 20:45:00
Boonton Town,RED,LIGHT,NJ,2009-02-17 20:47:00
Morris Plains,,LIGHT,NJ,2009-02-17 20:50:00
Morristown,RED,CIRCLE,NJ,2009-02-17 20:50:00
Madison,RED,LIGHT,NJ,2009-02-17 20:55:00
Wrightsville,,RECTANGLE,PA,2009-02-17 21:25:00
Thousand Oaks,,LIGHT,CA,2009-02-17 21:40:00
Mountain View,,DISK,CA,2009-02-17 23:50:00
Philadelphia,,TRIANGLE,PA,2009-02-18 01:45:00
El Segundo,,LIGHT,CA,2009-02-18 05:56:00
Tampa,,TRIANGLE,FL,2009-02-18 09:00:00
Morrisville,,OVAL,PA,2009-02-18 18:00:00
Drummond Island,,OVAL,MI,2009-02-18 19:30:00
Houston,,LIGHT,TX,2009-02-18 20:35:00
Haymarket-Gainesville,,LIGHT,VA,2009-02-18 21:00:00
Anaheim,,CIRCLE,CA,2009-02-18 21:32:00
Lewisburg,,OTHER,WV,2009-02-18 22:45:00
Chattanooga,,TRIANGLE,TN,2009-02-19 01:00:00
Rancho Cucamonga,,LIGHT,CA,2009-02-19 03:15:00
Berkley Twsp.,,TRIANGLE,NJ,2009-02-19 17:30:00
Springfield,,LIGHT,VA,2009-02-19 19:00:00
Stevenson Ranch,,LIGHT,CA,2009-02-19 19:00:00
Wharton,RED,OVAL,NJ,2009-02-19 19:00:00
McHenry,,TRIANGLE,IL,2009-02-19 20:00:00
Palos Verdes Estates,RED BLUE,DISK,CA,2009-02-19 20:40:00
Newark,,OTHER,NJ,2009-02-20 00:00:00
Anthem,RED GREEN,SPHERE,AZ,2009-02-20 04:15:00
New York City,,LIGHT,NY,2009-02-20 05:10:00
High Springs,,DISK,FL,2009-02-20 12:00:00
San Jose,,FORMATION,CA,2009-02-20 17:45:00
Little Falls,RED BLUE,CYLINDER,NJ,2009-02-20 19:00:00
Groton,,DISK,CT,2009-02-20 19:23:00
Strasburg,,OVAL,VA,2009-02-20 20:00:00
Torrance,,SPHERE,CA,2009-02-20 20:30:00
Fairbanks,GREEN,LIGHT,AK,2009-02-20 22:00:00
Gloucester,,CIRCLE,MA,2009-02-20 22:40:00
Egan,,DIAMOND,LA,2009-02-20 23:50:00
San Clemente,,LIGHT,CA,2009-02-21 00:05:00
Hillsboro,,VARIOUS,OR,2009-02-21 00:30:00
Marana,RED,SPHERE,AZ,2009-02-21 19:00:00
Astoria,,LIGHT,NY,2009-02-21 20:00:00
Cushing,,OTHER,OK,2009-02-21 20:19:00
Corona,,CIRCLE,CA,2009-02-21 20:30:00
Kountze,,LIGHT,TX,2009-02-21 21:00:00
Tucson,,LIGHT,AZ,2009-02-21 22:15:00
Knoxville,,CIRCLE,MD,2009-02-21 22:40:00
Dallas,GREEN,LIGHT,TX,2009-02-21 23:30:00
Tyler,,OTHER,TX,2009-02-22 18:23:00
Redondo Beach,RED,CIRCLE,CA,2009-02-22 19:00:00
Denham Springs,,LIGHT,LA,2009-02-22 19:30:00
Tucker,,CHEVRON,GA,2009-02-22 19:45:00
Kintnersville,,CYLINDER,PA,2009-02-22 20:00:00
Vanleer,,CYLINDER,TN,2009-02-22 20:19:00
Fort Mohave,RED,LIGHT,AZ,2009-02-22 20:50:00
Mount Vernon,,LIGHT,IL,2009-02-22 20:53:00
Dover,,TRIANGLE,DE,2009-02-22 22:30:00
College Station,BLUE,LIGHT,TX,2009-02-22 23:55:00
Arizona City,,OTHER,AZ,2009-02-23 00:00:00
San Diego,RED,TRIANGLE,CA,2009-02-23 01:10:00
Tallahassee,,FLASH,FL,2009-02-23 02:00:00
San Bernardino,,TRIANGLE,CA,2009-02-23 05:10:00
Livonia,,LIGHT,MI,2009-02-23 06:20:00
Brandon,,OVAL,MS,2009-02-23 09:00:00
Rockledge,,SPHERE,FL,2009-02-23 15:40:00
Morganville,,VARIOUS,NJ,2009-02-23 19:15:00
San Fernando,,OTHER,CA,2009-02-24 00:00:00
El Cajon,RED,TRIANGLE,CA,2009-02-24 01:15:00
La Mesa,RED,FORMATION,CA,2009-02-24 01:20:00
El Cajon,RED,TRIANGLE,CA,2009-02-24 01:30:00
Fallbrook,,CIRCLE,CA,2009-02-24 02:00:00
Oxnard,,OTHER,CA,2009-02-24 02:00:00
Louisiana,,LIGHT,MO,2009-02-24 05:30:00
Corral Hollow road vicinity,,EGG,CA,2009-02-24 10:24:00
Tampa,,CIGAR,FL,2009-02-24 12:00:00
Citrus heights,,CIRCLE,CA,2009-02-24 15:25:00
Dinuba,,SPHERE,CA,2009-02-24 16:10:00
New Bedfor,,LIGHT,MA,2009-02-24 18:30:00
Billerica,,TRIANGLE,MA,2009-02-24 19:20:00
Tipp City,,TRIANGLE,OH,2009-02-24 21:00:00
Dallas,,CIGAR,NC,2009-02-24 21:30:00
Seattle,,FIREBALL,WA,2009-02-25 11:09:00
Seattle,ORANGE,OVAL,WA,2009-02-25 15:17:00
Marlborough,RED,TRIANGLE,CT,2009-02-25 18:00:00
Miami Lakes,,TRIANGLE,FL,2009-02-25 18:05:00
Unity,RED,RECTANGLE,NH,2009-02-25 19:00:00
Colorado Springs,,DISK,CO,2009-02-25 19:30:00
Morgan City,,LIGHT,LA,2009-02-25 20:00:00
Tuscaloosa,BLUE,SPHERE,AL,2009-02-25 20:00:00
Ridgely,,LIGHT,MD,2009-02-25 20:25:00
Ellensburg,,CIRCLE,WA,2009-02-25 21:45:00
Baytown,,FIREBALL,TX,2009-02-26 00:00:00
Shirley,,CIRCLE,NY,2009-02-26 12:00:00
San Pablo Bay,,EGG,CA,2009-02-26 17:00:00
Manchester,,LIGHT,CT,2009-02-26 19:50:00
Deerfield,,DIAMOND,MA,2009-02-26 20:00:00
Chino Valley,,CIGAR,AZ,2009-02-26 20:15:00
Denver,,LIGHT,CO,2009-02-26 20:40:00
Santa Rita,,OVAL,MT,2009-02-26 21:15:00
Jetmore,,CIRCLE,KS,2009-02-26 21:40:00
Cotulla,YELLOW,LIGHT,TX,2009-02-26 21:45:00
Tahoe City,,CIGAR,CA,2009-02-27 01:30:00
South Yarmouth,,CIRCLE,MA,2009-02-27 09:45:00
Tampa,,CIRCLE,FL,2009-02-27 12:23:00
Eugene,RED YELLOW GREEN BLUE,SPHERE,OR,2009-02-27 12:47:00
Commack,ORANGE,DIAMOND,NY,2009-02-27 17:00:00
Salt lake City,,TRIANGLE,UT,2009-02-27 19:10:00
Camas,,OVAL,WA,2009-02-27 23:23:00
East Fishkill,,OVAL,NY,2009-02-27 23:30:00
Eastsound,,LIGHT,WA,2009-02-28 05:00:00
Phoenix,RED,CIRCLE,AZ,2009-02-28 11:20:00
Huntsville,,LIGHT,UT,2009-02-28 20:00:00
Yorba Linda,,TRIANGLE,CA,2009-02-28 20:00:00
Valley Springs,,VARIOUS,CA,2009-02-28 22:05:00
El Paso,BLUE,VARIOUS,TX,2009-03-01 00:15:00
Kansas City,,FLASH,MO,2009-03-01 03:30:00
Brea,,OVAL,CA,2009-03-01 14:00:00
Brea,,OVAL,CA,2009-03-01 14:00:00
Hudson Falls,ORANGE,SPHERE,NY,2009-03-01 14:23:00
Colorado Springs,,TRIANGLE,CO,2009-03-01 21:30:00
Vancouver,,FIREBALL,WA,2009-03-01 22:14:00
Crystal Lake,,LIGHT,IL,2009-03-02 04:45:00
Cherry Valley,,FIREBALL,CA,2009-03-02 06:00:00
Milwaukie,,DISK,OR,2009-03-02 16:30:00
Hinton,,OTHER,WV,2009-03-02 19:00:00
Davie,,LIGHT,FL,2009-03-02 19:15:00
Hollywood,,LIGHT,CA,2009-03-02 20:00:00
Cream Ridge,,LIGHT,NJ,2009-03-03 03:00:00
Gulf Breeze,YELLOW,TRIANGLE,FL,2009-03-03 10:00:00
Gurnee,,LIGHT,IL,2009-03-03 20:45:00
Piqua,,DISK,OH,2009-03-03 21:00:00
Granview,,TRIANGLE,MO,2009-03-04 00:00:00
Neosho,,OTHER,MO,2009-03-04 03:10:00
Cambridge,,CHEVRON,MA,2009-03-04 17:50:00
Arcata,,LIGHT,CA,2009-03-04 18:00:00
Hartsdale,RED GREEN,TRIANGLE,NY,2009-03-04 18:55:00
Tacoma,,LIGHT,WA,2009-03-04 19:15:00
Joliet,,FORMATION,IL,2009-03-04 21:15:00
Fairchild AFB,,OTHER,WA,2009-03-04 21:45:00
Goldthwaite,,FORMATION,TX,2009-03-05 00:00:00
Cedar Rapids,,TEARDROP,IA,2009-03-05 06:45:00
Shannon,,CIRCLE,NC,2009-03-05 06:45:00
Winsted,,TRIANGLE,CT,2009-03-05 09:00:00
Durango,,CIGAR,CO,2009-03-05 09:27:00
Plant City,,OTHER,FL,2009-03-05 12:00:00
Centerville,,DIAMOND,OH,2009-03-05 17:00:00
Virgie,,OTHER,KY,2009-03-05 18:00:00
West Valley City,,CIRCLE,UT,2009-03-05 20:05:00
Lacey,,SPHERE,WA,2009-03-05 22:00:00
Austin,,OTHER,TX,2009-03-06 00:30:00
Duarte,,FLASH,CA,2009-03-06 04:30:00
North Augusta,,OVAL,SC,2009-03-06 16:05:00
Westly,,CHEVRON,CA,2009-03-06 19:14:00
Point Richmond,,SPHERE,CA,2009-03-06 19:45:00
Golden Valley,,LIGHT,AZ,2009-03-06 20:00:00
West Palm Beach,RED BLUE,VARIOUS,FL,2009-03-06 22:53:00
Spokane,,TRIANGLE,WA,2009-03-06 23:00:00
St. Augustine,,FIREBALL,FL,2009-03-06 23:00:00
Sparta,,LIGHT,WI,2009-03-07 00:00:00
Pueblo,,DISK,CO,2009-03-07 12:00:00
Montauk,,OTHER,NY,2009-03-07 16:14:00
Raleigh,,RECTANGLE,NC,2009-03-07 17:15:00
Knoxville,,CYLINDER,TN,2009-03-07 17:30:00
Gaithersburg,,FORMATION,MD,2009-03-07 18:00:00
Lynchburg,,FIREBALL,VA,2009-03-07 20:14:00
Porterville,,FIREBALL,CA,2009-03-07 22:15:00
Selinsgrove,,LIGHT,PA,2009-03-07 22:15:00
Minneapolis,,LIGHT,MN,2009-03-08 04:10:00
Clermont,,VARIOUS,FL,2009-03-08 08:30:00
Plum Island State Park,,SPHERE,MA,2009-03-08 15:00:00
Beaverton,,DISK,OR,2009-03-08 19:00:00
Covington,,LIGHT,GA,2009-03-08 19:00:00
Wendell,,SPHERE,NC,2009-03-08 19:00:00
New York City,,LIGHT,NY,2009-03-08 19:30:00
Wolfforth,,FIREBALL,TX,2009-03-08 22:38:00
Lusby,,SPHERE,MD,2009-03-09 06:05:00
Miami,,FLASH,FL,2009-03-09 07:50:00
Vienna,,FORMATION,VA,2009-03-09 21:15:00
Tucson,,CYLINDER,AZ,2009-03-10 11:10:00
Claremont,,LIGHT,CA,2009-03-10 11:20:00
Falmouth,,OTHER,MA,2009-03-10 19:30:00
Falmouth,,TRIANGLE,MA,2009-03-10 20:30:00
Montgomery,,TRIANGLE,NY,2009-03-10 20:50:00
Pensacola,RED,FIREBALL,FL,2009-03-10 21:45:00
Newport Beach,,CIRCLE,CA,2009-03-10 21:55:00
Pensacola,,LIGHT,FL,2009-03-10 23:42:00
Fitchburg,,TRIANGLE,MA,2009-03-11 00:36:00
Palo Alto,,FIREBALL,CA,2009-03-11 21:00:00
Riverton,RED YELLOW GREEN BLUE,CIRCLE,UT,2009-03-12 00:15:00
Amboy,,LIGHT,CA,2009-03-12 00:25:00
Hoffman Estates,,FORMATION,IL,2009-03-12 00:45:00
New Smyrna Beach,,SPHERE,FL,2009-03-12 01:00:00
New York City,,DIAMOND,NY,2009-03-12 01:30:00
Newport Beach,RED,RECTANGLE,CA,2009-03-12 09:05:00
Boise,,SPHERE,ID,2009-03-12 16:15:00
Princeton,,TRIANGLE,NJ,2009-03-12 20:45:00
New York City,GREEN,LIGHT,NY,2009-03-12 21:00:00
Newtown Square,,FLASH,PA,2009-03-13 05:50:00
Lenoir,,SPHERE,NC,2009-03-13 13:30:00
Miami,,SPHERE,FL,2009-03-13 14:05:00
Miami,,CIGAR,FL,2009-03-13 15:45:00
Murrieta,,CIRCLE,CA,2009-03-13 19:35:00
Sanford,,TRIANGLE,FL,2009-03-13 20:00:00
Montecito,,LIGHT,CA,2009-03-14 10:30:00
Davie,,OTHER,FL,2009-03-14 14:00:00
Boulder,,LIGHT,CO,2009-03-14 14:15:00
Chicago,,SPHERE,IL,2009-03-14 15:00:00
Nokomis,RED,RECTANGLE,FL,2009-03-14 15:30:00
Riverside,,LIGHT,IL,2009-03-14 18:00:00
Apache Junction,,LIGHT,AZ,2009-03-14 19:30:00
Queen Creek,,OTHER,AZ,2009-03-14 19:30:00
Romeo,,DISK,MI,2009-03-14 19:30:00
Richfield,,DISK,UT,2009-03-14 20:58:00
Woodland,,SPHERE,CA,2009-03-14 21:24:00
Hesperia,RED,LIGHT,CA,2009-03-14 22:30:00
Indianola,,TRIANGLE,IA,2009-03-14 23:30:00
Rochester,ORANGE,FIREBALL,NY,2009-03-15 00:30:00
Bellevue,,OTHER,WA,2009-03-15 01:30:00
Sedona,,LIGHT,AZ,2009-03-15 05:45:00
Augusta,RED,LIGHT,ME,2009-03-15 08:23:00
Findlay,,OVAL,OH,2009-03-15 17:30:00
Nipomo,,LIGHT,CA,2009-03-15 19:00:00
Riverside,BLUE,LIGHT,CA,2009-03-15 19:48:00
San Luis Obispo,,CIRCLE,CA,2009-03-15 19:58:00
Angola,,FORMATION,IN,2009-03-15 20:05:00
Phoenix,,TRIANGLE,AZ,2009-03-15 22:00:00
Riverhead,YELLOW,OTHER,NY,2009-03-15 22:15:00
Muscatine,,TRIANGLE,IA,2009-03-15 23:00:00
Santa Monica,ORANGE,OTHER,CA,2009-03-15 23:30:00
Oklahoma City,,LIGHT,OK,2009-03-16 01:00:00
Livingston,,LIGHT,TX,2009-03-16 06:15:00
Afton,,CIRCLE,MI,2009-03-16 09:00:00
St. Augustine,,CIRCLE,FL,2009-03-16 14:45:00
Mokena,RED,CIRCLE,IL,2009-03-16 20:00:00
Mokena,RED,TRIANGLE,IL,2009-03-16 20:00:00
Mokena,RED,TRIANGLE,IL,2009-03-16 20:00:00
Glenwood Springs,RED,FORMATION,CO,2009-03-16 21:00:00
Yuma,,TRIANGLE,AZ,2009-03-16 21:07:00
Dunlap,,LIGHT,CA,2009-03-16 21:10:00
Dubuque,,FORMATION,IA,2009-03-16 21:30:00
Grand Rapids,,DISK,MI,2009-03-17 00:00:00
Grand Rapids,,DISK,MI,2009-03-17 00:05:00
Simi Valley,,TRIANGLE,CA,2009-03-17 11:00:00
Long Beach,,VARIOUS,CA,2009-03-17 19:59:00
Largo,,CIGAR,FL,2009-03-17 20:00:00
Riverside,,SPHERE,IL,2009-03-17 20:17:00
Grays,,FIREBALL,SC,2009-03-17 20:50:00
Orland,,OVAL,CA,2009-03-17 21:00:00
Wicomico,ORANGE,CIRCLE,VA,2009-03-17 21:14:00
Eaton,,LIGHT,OH,2009-03-17 21:16:00
Lexington,BLUE,OTHER,KY,2009-03-17 23:15:00
Stanton,,TRIANGLE,KY,2009-03-18 06:45:00
San Bernardino,,FORMATION,CA,2009-03-18 13:15:00
Webster City,,LIGHT,IA,2009-03-18 20:13:00
Eau Claire,ORANGE,LIGHT,WI,2009-03-18 20:30:00
Lexington,,FORMATION,NC,2009-03-18 22:18:00
Knoxville,,LIGHT,TN,2009-03-19 01:20:00
Burlington,,TRIANGLE,CT,2009-03-19 06:15:00
Rapid City,,LIGHT,SD,2009-03-19 12:22:00
Bandera,,FLASH,TX,2009-03-19 21:00:00
Loogootee,,FORMATION,IN,2009-03-19 21:00:00
Valrico,,TRIANGLE,FL,2009-03-19 22:00:00
Mishawaka,,TRIANGLE,IN,2009-03-19 23:00:00
Grand Blanc,,TRIANGLE,MI,2009-03-19 23:05:00
Mason,,TRIANGLE,WV,2009-03-19 23:43:00
Tacoma,,CIRCLE,WA,2009-03-20 00:00:00
Tacoma,,CIRCLE,WA,2009-03-20 00:00:00
Hendersonville,,FIREBALL,NC,2009-03-20 02:30:00
Chattanooga,,SPHERE,TN,2009-03-20 03:00:00
Andalusia,,DISK,AL,2009-03-20 03:30:00
Deming,,OTHER,NM,2009-03-20 10:40:00
Oak Forest,,SPHERE,IL,2009-03-20 12:00:00
Butler,,LIGHT,MO,2009-03-20 17:00:00
Dupont,,SPHERE,WA,2009-03-20 19:00:00
Seattle,,FORMATION,WA,2009-03-20 21:00:00
Phoenix,,TRIANGLE,AZ,2009-03-20 21:30:00
Harrisville,RED GREEN,TRIANGLE,MS,2009-03-20 21:45:00
Seattle,,TRIANGLE,WA,2009-03-20 22:00:00
Dardanelle,YELLOW,LIGHT,AR,2009-03-20 22:45:00
San Francisco,,LIGHT,CA,2009-03-20 23:00:00
Portland,,LIGHT,OR,2009-03-20 23:30:00
San Diego,BLUE,CIRCLE,CA,2009-03-21 00:40:00
Windsor,,VARIOUS,VT,2009-03-21 03:30:00
Carnsville,,FIREBALL,GA,2009-03-21 10:29:00
Newark,RED ORANGE,LIGHT,OH,2009-03-21 12:00:00
Majenica,,OTHER,IN,2009-03-21 14:37:00
Bakersfield,,OVAL,CA,2009-03-21 17:00:00
Randolph,,SPHERE,NJ,2009-03-21 19:43:00
Hillsboro,,LIGHT,OR,2009-03-21 20:00:00
McMurray,,VARIOUS,PA,2009-03-21 20:30:00
San Diego,,CIRCLE,CA,2009-03-21 22:00:00
Riverton,,CIRCLE,UT,2009-03-21 23:59:00
Riverton,,OTHER,UT,2009-03-21 23:59:00
Wilmington,,CONE,NC,2009-03-22 00:00:00
Copperas Cove,,TRIANGLE,TX,2009-03-22 11:30:00
Phoenix,,DISK,AZ,2009-03-22 13:30:00
Yakima,,VARIOUS,WA,2009-03-22 18:30:00
Loveland,,CROSS,CO,2009-03-22 19:50:00
Vestal,,FORMATION,NY,2009-03-22 20:51:00
Sault Ste. Marie,,CIRCLE,MI,2009-03-22 21:00:00
Long Beach,,TRIANGLE,CA,2009-03-23 04:00:00
Tucson,ORANGE,OVAL,AZ,2009-03-23 08:00:00
Denver,,LIGHT,CO,2009-03-23 08:30:00
Morgantown,,DISK,WV,2009-03-23 09:50:00
South Zanesville,,SPHERE,OH,2009-03-23 10:30:00
Interstate 8,,FLASH,AZ,2009-03-23 20:00:00
Surfside Beach,YELLOW,OTHER,SC,2009-03-23 20:00:00
Canaan,RED BLUE,CIGAR,NH,2009-03-23 22:00:00
Jonestown,,FORMATION,PA,2009-03-24 00:00:00
Coral Springs,,CIRCLE,FL,2009-03-24 04:36:00
Johnstown,,LIGHT,PA,2009-03-24 06:00:00
Montevallo,RED,TRIANGLE,AL,2009-03-24 20:26:00
Oakley,,TRIANGLE,KS,2009-03-24 21:30:00
Sand Springs,,OTHER,OK,2009-03-24 21:40:00
La Palma,,LIGHT,CA,2009-03-25 03:43:00
Cataqua,,TRIANGLE,PA,2009-03-25 08:00:00
Salem,,FORMATION,VA,2009-03-25 14:00:00
Medina Lake,,OVAL,TX,2009-03-25 17:00:00
Payson,,LIGHT,AZ,2009-03-25 19:37:00
Marina,,FLASH,CA,2009-03-25 22:00:00
Berkeley,,FORMATION,CA,2009-03-25 22:45:00
Ventura,,FORMATION,CA,2009-03-26 11:00:00
Streetsboro,,CIRCLE,OH,2009-03-26 20:00:00
Wilbraham,,OVAL,MA,2009-03-26 21:00:00
Mills River,,FORMATION,NC,2009-03-26 21:15:00
Chatsworth,RED,CIRCLE,GA,2009-03-26 21:45:00
Sierra Vista,,DISK,AZ,2009-03-27 13:30:00
Las Vegas,,FORMATION,NV,2009-03-27 21:30:00
Shelly,RED BLUE,OTHER,MN,2009-03-27 21:40:00
Perris,,TRIANGLE,CA,2009-03-28 00:00:00
Roseville,,FORMATION,CA,2009-03-28 02:00:00
Sacramento,,VARIOUS,CA,2009-03-28 09:28:00
Columbia,,FIREBALL,SC,2009-03-28 11:45:00
Winston,,FIREBALL,NM,2009-03-28 21:30:00
East Wenatchee,,CYLINDER,WA,2009-03-28 21:45:00
Sedalia,,TRIANGLE,MO,2009-03-28 23:00:00
Santa Cruz,,TRIANGLE,CA,2009-03-28 23:10:00
Sheridan,,FLASH,IN,2009-03-29 09:30:00
Bradley,,FLASH,IL,2009-03-29 19:45:00
Royersford,,VARIOUS,PA,2009-03-29 20:00:00
Wenatchee,,LIGHT,WA,2009-03-29 20:00:00
Bloomfield,,LIGHT,MO,2009-03-29 21:00:00
Annapolis,,CIRCLE,MD,2009-03-29 21:40:00
South Hill,,FIREBALL,VA,2009-03-29 21:44:00
Richmond,,SPHERE,VA,2009-03-29 21:45:00
Virginia Beach,BLUE,SPHERE,VA,2009-03-29 21:45:00
White Lake,GREEN,FIREBALL,NC,2009-03-29 21:45:00
Virginia Beach,,FIREBALL,VA,2009-03-29 21:50:00
Astoria,,LIGHT,OR,2009-03-29 22:00:00
Norfolk,,LIGHT,VA,2009-03-29 22:00:00
Gila Bend,,SPHERE,AZ,2009-03-30 00:00:00
Crestwood,,TRIANGLE,IL,2009-03-30 06:00:00
Kernersville,,RECTANGLE,NC,2009-03-30 07:52:00
Alton,,CIRCLE,IL,2009-03-30 11:30:00
Buda,,EGG,TX,2009-03-30 13:55:00
Connersville,BLUE,OTHER,IN,2009-03-30 19:55:00
Rockford,,SPHERE,MI,2009-03-30 20:45:00
Truth or Consequences,,LIGHT,NM,2009-03-30 22:00:00
Louisville,,TRIANGLE,KY,2009-03-30 23:25:00
Dudley,,CIRCLE,MA,2009-03-30 23:50:00
Kramer,,FORMATION,CA,2009-03-31 01:00:00
Lansing,,LIGHT,MI,2009-03-31 01:25:00
Tujunga,,FORMATION,CA,2009-03-31 02:00:00
Perth Amboy,,EGG,NJ,2009-03-31 10:15:00
Muenster,,EGG,TX,2009-03-31 12:30:00
Storrs,,LIGHT,CT,2009-03-31 19:50:00
Washington,,SPHERE,ME,2009-03-31 20:00:00
Sacramento,,LIGHT,CA,2009-03-31 22:00:00
Fairbanks,,LIGHT,AK,2009-03-31 23:00:00
Boulder,,SPHERE,CO,2009-04-01 01:15:00
Frankfort,,TRIANGLE,IL,2009-04-01 18:50:00
Clovis,,FORMATION,CA,2009-04-01 19:37:00
Frankfort Square,,TRIANGLE,IL,2009-04-01 20:00:00
Cumming,RED,DISK,GA,2009-04-01 20:24:00
Gainesville,,VARIOUS,FL,2009-04-01 20:30:00
Royal Palm Beach,,FORMATION,FL,2009-04-01 21:04:00
Kosciusko,,TRIANGLE,MS,2009-04-01 23:40:00
Woodside,,OVAL,NY,2009-04-02 11:30:00
Jackson,,OTHER,OH,2009-04-02 21:00:00
Anahuac,,CYLINDER,TX,2009-04-02 21:30:00
Stockbridge,,LIGHT,MA,2009-04-02 22:40:00
Durham,,DISK,NC,2009-04-03 01:00:00
Norfolk,,LIGHT,MA,2009-04-03 13:45:00
Catonsville,,SPHERE,MD,2009-04-03 14:30:00
Leitchfield,,CIRCLE,KY,2009-04-03 18:00:00
Inverness,,FIREBALL,FL,2009-04-03 20:30:00
Sumrall,,SPHERE,MS,2009-04-03 20:30:00
Saint Augustine Beach,,SPHERE,FL,2009-04-03 21:35:00
Marietta,,SPHERE,GA,2009-04-04 12:20:00
Bristol,,CIGAR,CT,2009-04-04 15:20:00
Pilot Rock,,OVAL,NC,2009-04-04 17:00:00
East Berlin,,OVAL,PA,2009-04-04 18:06:00
St. Augustine,,LIGHT,FL,2009-04-04 20:00:00
Flagstaff,ORANGE,LIGHT,AZ,2009-04-04 21:00:00
Lawrenceville,,SPHERE,GA,2009-04-04 21:20:00
Cincinnati,ORANGE,LIGHT,OH,2009-04-04 22:05:00
Oceanside,,LIGHT,CA,2009-04-04 22:30:00
Horsham,,TRIANGLE,PA,2009-04-04 23:00:00
Greensboro,,FIREBALL,NC,2009-04-04 23:30:00
Santa Rosa,,LIGHT,CA,2009-04-04 23:45:00
Webster,,LIGHT,MN,2009-04-04 23:59:00
Clarksville,RED GREEN,CIGAR,MD,2009-04-05 02:45:00
Paw Paw,,OVAL,WV,2009-04-05 04:30:00
Cedar Park,BLUE,DISK,TX,2009-04-05 16:20:00
Wilmington,,SPHERE,CA,2009-04-05 17:00:00
Monmouth Beach,RED,LIGHT,NJ,2009-04-05 20:00:00
Des Moines,BLUE,OVAL,WA,2009-04-05 21:00:00
Champaign,GREEN,TRIANGLE,IL,2009-04-05 22:08:00
Pensacola,,TRIANGLE,FL,2009-04-06 01:02:00
Nashville,,LIGHT,TN,2009-04-06 09:15:00
Bridgeton,,DISK,MO,2009-04-06 13:15:00
Indianapolis,,TRIANGLE,IN,2009-04-06 18:10:00
Clive,,SPHERE,IA,2009-04-06 21:00:00
Nashville,,OVAL,TN,2009-04-06 21:15:00
Arlington,RED BLUE,OTHER,WA,2009-04-06 22:30:00
Carson,,OTHER,CA,2009-04-06 22:30:00
Austin,,CIRCLE,TX,2009-04-07 00:00:00
Daytona Beach,BLUE,OVAL,FL,2009-04-07 21:01:00
Vero Beach,GREEN,LIGHT,FL,2009-04-07 21:42:00
Tampa,GREEN,SPHERE,FL,2009-04-07 21:45:00
Lorida,,SPHERE,FL,2009-04-07 22:10:00
